Age Ma	d18O adj	d18O 5pt	tempC	tempC_5pt
26.4153	2.64	2.0153	6.123744	8.4028107726
26.4175	1.98	2.0789	8.534856	8.1657855294
26.4214	1.91	2.0685	8.797734	8.204466915
26.4252	1.83	2.1225	9.099846	8.003950875
26.4291	1.98	2.2206	8.534856	7.6417690104
26.4334	2.91	2.1565	5.172534	7.878118915
26.4359	2.47	2.2754	6.733126	7.4406223224
26.4368	1.59	2.3309	10.016934	7.2377632734
26.44	2.42	2.1116	6.913896	8.0443596384
26.4411	2.26	2.0342	7.497064	8.3322557496
26.4446	1.81	2.067	9.175654	8.21004846
26.4484	2.08	1.9396	8.161696	8.6864067424
26.4523	1.76	1.7589	9.365664	9.3698520894
26.4562	1.78	1.7061	9.289576	9.5712788094
26.46	1.36	1.7355	10.910944	9.459024435
26.4639	1.55	1.8018	10.17135	9.2067676536
26.4641	2.23	1.7507	7.607206	9.4010830686
26.4658	2.09	1.8493	8.124534	9.0267974686
26.4676	1.53	1.8498	10.248726	9.0249064056
26.4713	1.55	1.868	10.17135	8.95611936
26.4749	1.72	1.9544	9.518176	8.6308351104
26.4772	2.67	1.9628	6.017046	8.5993217376
26.4786	1.87	2.1965	8.948566	7.730495715
26.4823	2	2.227	8.46	7.61823406
26.4846	2.72	2.0712	5.839776	8.1944217216
26.4862	1.88	2.0919	8.910816	8.1174763854
26.49	1.89	2.1647	8.873094	7.8478196526
26.4938	1.98	2.0327	8.534856	8.3378517006
26.4976	2.36	2.0392	7.131744	8.3136071296
26.5007	2.06	2.0749	8.236104	8.1806594014
26.5014	1.91	2.2095	8.797734	7.682614635
26.5053	2.07	2.1914	8.198886	7.7492927544
26.5107	2.65	2.1471	6.08815	7.9128753774
26.5129	2.27	2.1423	7.460406	7.9306329006
26.5167	1.84	2.2684	9.061984	7.4662693984
26.5169	1.88	2.1401	8.910816	7.9387739214
26.5185	2.7	2.1067	5.9106	8.0625358846
26.5209	2.01	2.143	8.422614	7.92804286
26.5249	2.1	2.2032	8.0874	7.7058126336
26.529	2.02	2.2112	8.385256	7.6763567616
26.5331	2.18	2.2072	7.791336	7.6910824576
26.535	2.74	2.3626	5.769064	7.1222830264
26.5372	1.99	2.3584	8.497414	7.1375670784
26.5411	2.88	2.3389	5.277216	7.2085934494
26.5413	2	2.1947	8.46	7.7371291326
26.5454	2.09	2.1837	8.124534	7.7776863966
26.5495	2.02	2.1737	8.385256	7.8145860366
26.5536	1.93	2.3439	8.722486	7.1903714094
26.556	2.83	2.2749	5.452246	7.4424538014
26.557	2.85	2.2304	5.38215	7.6057357824
26.5577	1.74	2.1813	9.441864	7.7865397566
26.5618	1.8	1.9005	9.2136	8.833516035
26.5656	1.69	1.8085	9.632854	9.181344115
26.5691	1.43	1.8357	10.637286	9.0782612286
26.57	2.39	1.8291	7.022694	9.1032549534
26.5727	1.88	1.9295	8.910816	8.724365835
26.5762	1.76	2.1703	9.365664	7.8271382926
26.5789	2.19	2.067	7.754454	8.21004846
26.5791	2.63	2.1348	6.159366	7.9583919456
26.5798	1.87	2.2261	8.948566	7.6215429694
26.5833	2.22	2.3201	7.643976	7.2771709614
26.5869	2.22	2.2234	7.643976	7.6314710584
26.589	2.66	2.3092	6.052584	7.3169766496
26.5905	2.15	2.3264	7.90215	7.2541791744
26.594	2.3	2.3533	7.3506	7.1561329246
26.5974	2.3	2.2649	7.3506	7.4790980814
26.6007	2.36	2.2185	7.131744	7.649493915
26.604	2.22	2.157	7.643976	7.87627086
26.6073	1.91	2.1145	8.797734	8.033605435
26.6105	1.99	2.0223	8.497414	8.3766676206
26.6134	2.09	2.1207	8.124534	8.0106215886
26.6138	1.89	2.1263	8.873094	7.9898712366
26.616	2.71	2.1359	5.875174	7.9543196334
26.6171	1.94	2.1248	8.684904	7.9954285056
26.6204	2.04	2.1361	8.310624	7.9535792494
26.6237	2.03	1.9709	8.347926	8.5689525534
26.627	1.95	1.9403	8.64735	8.6837769726
26.6303	1.88	1.8856	8.910816	8.8896882304
26.6335	1.79	2.0226	9.251574	8.3755475064
26.6368	1.77	2.1762	9.327606	7.8053585016
26.64	2.72	2.1214	5.839776	8.0080273144
26.64	2.72	2.2895	5.839776	7.389003435
26.6401	1.61	2.3009	9.939894	7.3473097134
26.641	2.63	2.1586	6.159366	7.8703575544
26.6435	1.83	1.9666	9.099846	8.5850721784
26.6469	2.01	1.9712	8.422614	8.5678281216
26.6504	1.76	1.7765	9.365664	9.302883315
26.6538	1.63	1.7646	9.862966	9.3481538424
26.6573	1.66	1.9691	9.747784	8.5756996734
26.6607	1.77	2.0109	9.327606	8.4192506334
26.661	3.03	2.0722	4.756326	8.1907017976
26.6641	1.97	2.1431	8.572326	7.9276728654
26.6676	1.94	2.3337	8.684904	7.2275517966
26.671	2.01	2.1937	8.422614	7.7408147566
26.6712	2.72	2.1671	5.839776	7.8389551374
26.6742	2.33	2.1782	7.241046	7.7979777336
26.6779	1.84	2.352	9.061984	7.16086656
26.6813	2	2.247	8.46	7.54476126
26.684	2.88	2.2163	5.277216	7.6575879966
26.6848	2.19	2.2403	7.754454	7.5693621726
26.6883	2.18	2.2673	7.791336	7.4703009006
26.6919	1.95	2.1185	8.64735	8.018775915
26.6954	2.13	2.1102	7.976166	8.0495521656
26.699	2.14	2.2509	7.939144	7.5304471134
26.7025	2.15	2.2793	7.90215	7.4263391886
26.7035	2.88	2.2788	5.277216	7.4281701216
26.7061	2.1	2.2911	8.0874	7.3831494894
26.7096	2.13	2.2846	7.976166	7.4069356024
26.7132	2.2	2.253	7.7176	7.52274126
26.7167	2.12	2.2214	8.013216	7.6388265144
26.72	2.72	2.2404	5.839776	7.5689949024
26.7202	1.94	2.2387	8.684904	7.5752388766
26.7237	2.22	2.4264	7.643976	6.8907183744
26.726	2.19	2.2512	7.754454	7.5293462016
26.7283	3.06	2.4294	4.652904	6.8798578104
26.7284	1.85	2.4543	9.02415	6.7898123886
26.7306	2.83	2.5014	5.452246	6.6199602744
26.7307	2.35	2.3613	7.16815	7.1270132766
26.7378	2.42	2.4783	6.913896	6.7031859246
26.7425	2.36	2.4154	7.131744	6.9305620024
26.7448	2.43	2.4396	6.877686	6.8429507424
26.7519	2.52	2.4644	6.553056	6.7533374304
26.7542	2.47	2.5525	6.733126	6.436385875
26.7566	2.55	2.5608	6.44535	6.4066375296
26.7577	2.8	2.5925	5.5576	6.293197875
26.7589	2.47	2.5692	6.733126	6.3765504096
26.76	2.67	2.5351	6.017046	6.4988124814
26.7612	2.35	2.4249	7.16815	6.8961496014
26.7636	2.38	2.5143	7.059016	6.5735486286
26.7659	2.25	2.4465	7.53375	6.818000715
26.768	2.92	2.4158	5.137696	6.9291125496
26.7683	2.33	2.4054	7.241046	6.9668128824
26.7692	2.2	2.3997	7.7176	6.9874884126
26.7716	2.33	2.2832	7.241046	7.4120603136
26.7739	2.22	2.2408	7.643976	7.5675258496
26.7763	2.34	2.1701	7.204584	7.8278767614
26.7786	2.12	2.279	8.013216	7.42743774
26.781	1.84	2.4529	9.061984	6.7948705774
26.8118	2.87	2.3754	5.312166	7.0757335224
26.816	3.09	2.4628	4.549734	6.7591137376
26.8317	1.95	2.678	8.64735	5.98863576
26.8317	2.56	2.544	6.409504	6.46687104
26.8389	2.92	2.552	5.137696	6.43817856
26.84	2.2	2.57	7.7176	6.373686
26.85	3.13	2.606	4.412566	6.24497304
26.8547	2.04	2.556	8.310624	6.42383904
26.8659	2.74	2.5788	5.769064	6.3421893216
26.8676	2.67	2.5448	6.017046	6.4640009856
26.87	2.31	2.671	7.314054	6.01349374
26.8891	2.96	2.616	4.998624	6.20928384
26.94	2.52	2.8025	6.553056	5.548810875
26.942	2.86	2.7925	5.347144	5.583977875
26.9595	2.87	2.848	5.312166	5.38915456
26.9607	2.92	2.928	5.137696	5.10984576
26.969	3.07	2.82	4.618486	5.487336
26.9878	2.92	2.848	5.137696	5.38915456
26.9925	2.32	2.724	7.277536	5.82562464
26.996	3.01	2.627	4.825414	6.17005806
27	2.3	2.473	7.3506	6.72230206
27	2.58	2.597	6.337896	6.27711726
27.02	2.15	2.519	7.90215	6.55665054
27.023	2.94	2.643	5.068104	6.11306286
27.03	2.62	2.71	6.195016	5.875174
27.03	2.92	2.864	5.137696	5.33314944
27.03	2.92	2.86	5.137696	5.347144
27.03	2.92	2.92	5.137696	5.137696
27.03	2.92	2.806	5.137696	5.53650904
27.03	2.92	2.86	5.137696	5.347144
27.0359	2.35	2.898	7.16815	5.21437656
27.05	3.19	2.814	4.207654	5.50840344
27.0519	3.11	2.7796	4.481094	5.6293846624
27.0528	2.5	2.8376	6.625	5.4255963264
27.06	2.75	2.6696	5.73375	6.0184669824
27.1	2.64	2.5558	6.123744	6.4245559096
27.13	2.35	2.5198	7.16815	6.5537748856
27.16	2.54	2.3908	6.481224	7.0197894496
27.21	2.32	2.252	7.277536	7.52641056
27.25	2.1	2.198	8.0874	7.72496856
27.27	1.95	2.1123	8.64735	8.0417635806
27.29	2.08	2.2322	8.161696	7.5991203576
27.334	2.8	2.355	5.5576	7.1499435
27.37	1.99	2.4575	8.497414	6.778252875
27.382	2.55	2.566	6.44535	6.38800984
27.3872	2.49	2.442	6.661014	6.83427096
27.3872	3	2.518	4.86	6.56024536
27.39	2.18	2.412	7.791336	6.94288416
27.41	2.37	2.408	7.095366	6.95738496
27.4191	2.02	2.374	8.385256	7.08082264
27.43	2.47	2.356	6.733126	7.14630304
27.437	2.83	2.35	5.452246	7.16815
27.4458	2.09	2.393	8.124534	7.01180286
27.45	2.34	2.463	7.204584	6.75839166
27.46	2.23	2.3292	7.607206	7.2439641696
27.465	2.82	2.5152	5.487336	6.5703123456
27.48	2.16	2.559	7.865184	6.41308734
27.494	3.02	2.7053	4.790856	5.8918207326
27.52	2.82	2.55	5.487336	6.44535
27.52	2.25	2.4775	7.53375	6.706070875
27.55	2.11	2.404	8.050294	6.97189024
27.554	2.73	2.326	5.804406	7.25563864
27.56	2.11	2.594	8.050294	6.28783704
27.5628	2.43	2.702	6.877686	5.90351256
27.5628	3.59	2.714	2.867334	5.86101144
27.57	2.65	2.8226	6.08815	5.4782099064
27.577	2.79	2.8106	5.592774	5.5203461304
27.58	2.65	2.5746	6.08815	6.3572191224
27.6	2.37	2.5346	7.095366	6.5006076024
27.6	2.41	2.4906	6.950134	6.6588523704
27.62	2.45	2.486	6.80535	6.67542744
27.6216	2.57	2.574	6.373686	6.35936664
27.6335	2.63	2.562	6.159366	6.40233816
27.644	2.81	2.596	5.522454	6.28069024
27.66	2.35	2.5938	7.16815	6.2885517816
27.672	2.62	2.6598	6.195016	6.0532950456
27.7	2.56	2.6918	6.409504	5.9396702136
27.701	2.96	2.8358	4.998624	5.4319066296
27.723	2.97	2.8898	4.963926	5.2429921656
27.7384	3.07	2.9188	4.618486	5.1418750816
27.77	2.67	2.8087	6.017046	5.5270213966
27.778	2.72	2.6537	5.839776	6.0749873166
27.796	2.77	2.589	5.663206	6.30570894
27.8	2.45	2.548	6.80535	6.45252256
27.8194	2.33	2.59	7.241046	6.302134
27.84	2.47	2.622	6.733126	6.18788376
27.851	2.93	2.6634	5.102886	6.0404979384
27.879	2.93	2.7254	5.102886	5.8206727224
27.89	2.66	2.8114	6.052584	5.5175357944
27.908	2.64	2.7162	6.123744	5.8532239416
27.934	2.9	2.7162	5.2074	5.8532239416
27.95	2.45	2.7516	6.80535	5.7281023584
27.956	2.93	2.8036	5.102886	5.5449442144
27.98	2.83	2.6816	5.452246	5.9758569984
27.99	2.9	2.6408	5.2074	6.1208954496
28	2.29	2.4828	7.387174	6.6869614176
28.01	2.25	2.338	7.53375	7.21187416
28.0228	2.14	2.223	7.939144	7.63294206
28.04	2.11	2.377	8.050294	7.06991806
28.04	2.33	2.419	7.241046	6.91751854
28.058	3.06	2.609	4.652904	6.23426334
28.08	2.46	2.647	6.769224	6.09882526
28.091	3.09	2.768	4.549734	5.67025536
28.11	2.3	2.618	7.3506	6.20214936
28.113	2.93	2.666	5.102886	6.03125784
28.1348	2.31	2.58	7.314054	6.337896
28.137	2.7	2.578	5.9106	6.34505176
28.163	2.66	2.6	6.052584	6.2664
28.17	2.29	2.592	7.387174	6.29498496
28.197	3.04	2.674	4.721824	6.00283864
28.2035	2.27	2.646	7.460406	6.10238424
28.212	3.11	2.6454	4.481094	6.1045197624
28.2143	2.52	2.5594	6.553056	6.4116539704
28.22	2.29	2.7614	7.387174	5.6935261944
28.25	2.61	2.6054	6.230694	6.2471152824
28.266	3.28	2.6154	3.902176	6.2114244024
28.27	2.33	2.768	7.241046	5.67025536
28.29	2.57	2.848	6.373686	5.38915456
28.292	3.05	2.756	4.68735	5.71257504
28.32	3.01	2.708	4.825414	5.88225696
28.348	2.82	2.718	5.487336	5.84685336
28.3499	2.09	2.482	8.124534	6.68984536
28.35	2.62	2.452	6.195016	6.79812256
28.3667	1.87	2.35	8.948566	7.16815
28.375	2.86	2.502	5.347144	6.61780056
28.38	2.31	2.442	7.314054	6.83427096
28.389	2.85	2.652	5.38215	6.08103456
28.3995	2.32	2.446	7.277536	6.81980824
28.404	2.92	2.418	5.137696	6.92114136
28.4114	1.83	2.328	9.099846	7.24834176
28.42	2.17	2.4	7.828246	6.9864
28.45	2.4	2.26	6.9864	7.497064
28.465	2.68	2.3306	5.981536	7.2388574904
28.4672	2.22	2.3332	7.643976	7.2293751136
28.47	2.18	2.2898	7.791336	7.3879057656
28.47	2.18	2.1904	7.791336	7.7529793024
28.47	2.18	2.1504	7.791336	7.9006708224
28.47	2.18	2.2958	7.791336	7.3659576696
28.49	2.02	2.3892	8.385256	7.0255987296
28.4952	2.91	2.3766	5.172534	7.0713718584
28.499	2.65	2.592	6.08815	6.29498496
28.5	2.12	2.608	8.013216	6.23783296
28.511	3.26	2.642	3.969864	6.11662296
28.515	2.1	2.514	8.0874	6.57462744
28.5185	3.08	2.572	4.584096	6.36652576
28.52	2.01	2.342	8.422614	7.19729496
28.5207	2.41	2.404	6.950134	6.97189024
28.536	2.11	2.326	8.050294	7.25563864
28.54	2.41	2.458	6.950134	6.77644696
28.5455	2.69	2.424	5.946054	6.89940864
28.5477	2.67	2.484	6.017046	6.68263584
28.5777	2.24	2.478	7.570464	6.70426776
28.5979	2.41	2.5	6.950134	6.625
28.62	2.38	2.364	7.059016	7.11718944
28.644	2.8	2.446	5.5576	6.81980824
28.6468	1.99	2.542	8.497414	6.47404696
28.6689	2.65	2.5776	6.08815	6.3464830464
28.673	2.89	2.5136	5.242294	6.5760658944
28.68	2.56	2.5936	6.409504	6.2892665344
28.6814	2.48	2.5795	6.697056	6.339684835
28.6856	2.39	2.6095	7.022694	6.232478635
28.698	3.01	2.685	4.825414	5.9637915
28.7177	2.9	2.69	5.2074	5.946054
28.72	2.44	2.634	6.841504	6.14511384
28.7452	2.41	2.62	6.950134	6.195016
28.75	2.41	2.624	6.950134	6.18075264
28.753	2.94	2.626	5.068104	6.17362264
28.773	2.92	2.596	5.137696	6.28069024
28.7766	2.45	2.614	6.80535	6.21641944
28.78	2.26	2.62	7.497064	6.195016
28.7857	2.5	2.606	6.625	6.24497304
28.799	2.97	2.5668	4.963926	6.3851447136
28.82	2.85	2.6408	5.38215	6.1208954496
28.82	2.25	2.6388	7.53375	6.1280171616
28.845	2.63	2.5448	6.159366	6.4640009856
28.85	2.49	2.5748	6.661014	6.3565033056
28.87	2.5	2.704	6.625	5.89642624
28.871	3	2.784	4.86	5.61389184
28.884	2.9	2.794	5.2074	5.57870104
28.8843	3.03	2.756	4.756326	5.71257504
28.9	2.54	2.695	6.481224	5.9283235
28.93	2.31	2.6525	7.314054	6.079255875
28.933	2.73	2.455	5.804406	6.7872835
28.9332	2.55	2.575	6.44535	6.3557875
28.95	2.23	2.5224	7.607206	6.5444302464
28.956	2.79	2.5224	5.592774	6.5444302464
28.98	2.31	2.5524	7.314054	6.4367444064
28.981	2.73	2.6604	5.804406	6.0511619424
28.9921	2.7	2.5544	5.9106	6.4295743104
29.004	2.77	2.598	5.663206	6.27354456
29.01	2.26	2.5524	7.497064	6.4367444064
29.025	2.53	2.5564	6.517126	6.4224053344
29.03	2.5	2.5584	6.625	6.4152374784
29.0409	2.72	2.551	5.839776	6.44176414
29.054	2.78	2.547	5.627976	6.45610926
29.06	2.22	2.5606	7.643976	6.4073541304
29.09	2.51	2.5786	6.589014	6.3429049144
29.0998	2.57	2.4726	6.373686	6.7237451064
29.106	2.81	2.478	5.522454	6.70426776
29.12	2.25	2.434	7.53375	6.86320984
29.12	2.25	2.48	7.53375	6.697056
29.1248	2.29	2.298	7.387174	7.35791256
29.127	2.8	2.2688	5.5576	7.4648034816
29.1314	1.9	2.3908	8.8354	7.0197894496
29.14	2.1	2.3574	8.0874	7.1412068664
29.152	2.86	2.3254	5.347144	7.2578279224
29.17	2.12	2.3874	8.013216	7.0321350264
29.179	2.64	2.5446	6.123744	6.4647184824
29.1831	2.21	2.3906	7.680774	7.0205155704
29.199	2.89	2.418	5.242294	6.92114136
29.2	2.09	2.342	8.124534	7.19729496
29.2	2.26	2.446	7.497064	6.81980824
29.2	2.26	2.334	7.497064	7.22645784
29.216	2.73	2.514	5.804406	6.57462744
29.23	2.33	2.632	7.241046	6.15223936
29.239	2.99	2.6452	4.894614	6.1052316256
29.2563	2.85	2.5644	5.38215	6.3937406304
29.26	2.33	2.5636	7.241046	6.3966062944
29.26	2.33	2.4308	7.241046	6.8747904096
29.26	2.33	2.326	7.241046	7.25563864
29.26	2.33	2.3448	7.241046	7.1870921856
29.26	2.33	2.3656	7.241046	7.1113688704
29.28	2.42	2.4744	6.913896	6.7172517504
29.28	2.43	2.4632	6.877686	6.7576695936
29.287	2.87	2.564	5.312166	6.39517344
29.3	2.27	2.4682	7.460406	6.7396215736
29.313	2.83	2.5222	5.452246	6.5451489976
29.33	1.94	2.2982	8.684904	7.3571812536
29.334	2.7	2.3742	5.9106	7.0800955896
29.35	1.75	2.2622	9.40375	7.4889968376
29.3511	2.65	2.41	6.08815	6.950134
29.3576	2.27	2.306	7.460406	7.32866904
29.358	2.68	2.3928	5.981536	7.0125288576
29.37	2.18	2.3488	7.791336	7.1725206016
29.38	2.18	2.4048	7.791336	6.9689888256
29.38	2.43	2.3168	6.877686	7.2892187136
29.384	2.55	2.3988	6.44535	6.9907538016
29.4	2.24	2.45	7.570464	6.80535
29.409	2.59	2.494	6.302134	6.64660504
29.41	2.44	2.4522	6.841504	6.7973998776
29.4164	2.65	2.5962	6.08815	6.2799756216
29.44	2.34	2.495	7.204584	6.6430035
29.465	2.96	2.4238	4.998624	6.9001329016
29.47	2.08	2.4498	8.161696	6.8060728056
29.47	2.08	2.473	8.161696	6.72230206
29.489	2.78	2.3724	5.627976	7.0866394464
29.5	2.46	2.5616	6.769224	6.4037712384
29.5	2.46	2.6148	6.769224	6.2135650656
29.511	3.03	2.6568	4.756326	6.0639620736
29.53	2.35	2.5694	7.16815	6.3758342904
29.535	2.99	2.5644	4.894614	6.3937406304
29.5397	2.02	2.3984	8.385256	6.9922051584
29.57	2.43	2.3684	6.877686	7.1011845984
29.61	2.2	2.2178	7.7176	7.6520691576
29.61	2.2	2.2612	7.7176	7.4926635616
29.65	2.24	2.2185	7.570464	7.649493915
29.65	2.24	2.261	7.570464	7.49339694
29.69	2.37	2.179	7.095366	7.79502574
29.7	2.19	2.1223	7.754454	8.0046920206
29.74	1.92	2.1618	8.760096	7.8585330936
29.7419	2.01	2.1618	8.422614	7.8585330936
29.7419	2.32	2.3058	7.277536	7.3293999096
29.76	2.37	2.2864	7.095366	7.4003474944
29.7644	2.91	2.4544	5.172534	6.7894511104
29.78	1.82	2.4184	9.137736	6.9196921984
29.792	2.85	2.4884	5.38215	6.6667788384
29.81	2.14	2.3424	7.939144	7.1958372864
29.815	2.72	2.55	5.839776	6.44535
29.84	2.18	2.4356	7.791336	6.8574206304
29.853	2.86	2.6016	5.347144	6.2606851584
29.88	2.28	2.6056	7.423776	6.2464011904
29.901	2.97	2.6096	4.963926	6.2321217024
29.923	2.74	2.5216	5.769064	6.5473053184
29.9265	2.2	2.524	7.7176	6.53868064
29.93	2.42	2.476	6.913896	6.71148064
29.94	2.29	2.47	7.387174	6.733126
29.947	2.73	2.532	5.804406	6.50994336
29.971	2.71	2.63	5.875174	6.159366
29.98	2.51	2.704	6.589014	5.89642624
29.995	2.91	2.606	5.172534	6.24497304
29.9994	2.66	2.512	6.052584	6.58182016
30.01	2.24	2.552	7.570464	6.43817856
30.01	2.24	2.31	7.570464	7.314054
30.018	2.71	2.33	5.875174	7.241046
30.0233	1.7	2.422	9.5946	6.90665176
30.0233	2.76	2.478	5.698464	6.70426776
30.0392	2.7	2.42	5.9106	6.913896
30.0413	2.52	2.595	6.553056	6.2842635
30.0631	2.4	2.625	6.9864	6.1771875
30.071	2.68	2.675	5.981536	5.9992875
30.08	2.9	2.618	5.2074	6.20214936
30.087	2.72	2.714	5.839776	5.86101144
30.09	2.39	2.552	7.022694	6.43817856
30.1091	2.88	2.428	5.277216	6.88492576
30.1192	1.87	2.454	8.948566	6.79089624
30.12	2.28	2.434	7.423776	6.86320984
30.131	2.85	2.456	5.38215	6.78367104
30.1384	2.29	2.486	7.387174	6.67542744
30.1518	2.99	2.604	4.894614	6.25211424
30.16	2.02	2.606	8.385256	6.24497304
30.1684	2.87	2.69	5.312166	5.946054
30.182	2.86	2.634	5.347144	6.14511384
30.1948	2.71	2.642	5.875174	6.11662296
30.1948	2.71	2.662	5.875174	6.04547416
30.2	2.06	2.574	8.236104	6.35936664
30.23	2.97	2.586	4.963926	6.31643544
30.23	2.42	2.4662	6.913896	6.7468399416
30.2424	2.77	2.6022	5.663206	6.2585422776
30.26	2.11	2.5582	8.050294	6.4159542136
30.272	2.74	2.5414	5.769064	6.4761999544
30.2805	2.75	2.4794	5.73375	6.6992194104
30.29	2.34	2.6372	7.204584	6.1337153376
30.2954	2.46	2.6452	6.769224	6.1052316256
30.3058	2.9	2.6692	5.2074	6.0198880096
30.306	2.78	2.732	5.627976	5.79733536
30.3148	2.87	2.652	5.312166	6.08103456
30.3187	2.65	2.484	6.08815	6.68263584
30.3277	2.06	2.482	8.236104	6.68984536
30.33	2.06	2.43	8.236104	6.877686
30.359	2.77	2.3466	5.663206	7.1805344184
30.3663	2.61	2.3812	6.230694	7.0546558816
30.38	2.23	2.4158	7.607206	6.9291125496
30.38	2.23	2.3084	7.607206	7.3198994784
30.38	2.23	2.3544	7.607206	7.1521279104
30.38	2.23	2.4098	7.607206	6.9508590456
30.3827	2.84	2.5312	5.417184	6.5128162816
30.3988	2.51	2.5486	6.589014	6.4503706744
30.4007	2.84	2.702	5.417184	5.90351256
30.42	2.32	2.69	7.277536	5.946054
30.4329	3	2.724	4.86	5.82562464
30.4537	2.78	2.622	5.627976	6.18788376
30.454	2.68	2.692	5.981536	5.93896096
30.46	2.33	2.652	7.241046	6.08103456
30.4704	2.67	2.618	6.017046	6.20214936
30.4813	2.8	2.546	5.5576	6.45969624
30.488	2.61	2.62	6.230694	6.195016
30.4918	2.32	2.58	7.277536	6.337896
30.4964	2.7	2.564	5.9106	6.39517344
30.4983	2.47	2.578	6.733126	6.34505176
30.4983	2.72	2.672	5.839776	6.00994176
30.5	2.68	2.578	5.981536	6.34505176
30.5039	2.79	2.536	5.592774	6.49558144
30.5046	2.23	2.57	7.607206	6.373686
30.51	2.26	2.42	7.497064	6.913896
30.5114	2.89	2.388	5.242294	7.02995616
30.5167	1.93	2.438	8.722486	6.84873816
30.5206	2.63	2.586	6.159366	6.31643544
30.5209	2.48	2.546	6.697056	6.45969624
30.5257	3	2.706	4.86	5.88934104
30.5273	2.69	2.668	5.946054	6.02415136
30.5277	2.73	2.708	5.804406	5.88225696
30.5306	2.44	2.606	6.841504	6.24497304
30.5306	2.68	2.542	5.981536	6.47404696
30.5374	2.49	2.524	6.661014	6.53868064
30.5392	2.37	2.49	7.095366	6.661014
30.5449	2.64	2.492	6.123744	6.65380896
30.5457	2.27	2.3802	7.460406	7.0582892856
30.548	2.69	2.4722	5.946054	6.7251881976
30.55	1.93	2.4742	8.722486	6.7179731896
30.5541	2.83	2.5942	5.452246	6.2871223096
30.5608	2.65	2.5862	6.08815	6.3157202616
30.5675	2.87	2.678	5.312166	5.98863576
30.5694	2.65	2.592	6.08815	6.29498496
30.5759	2.39	2.616	7.022694	6.20928384
30.5759	2.4	2.52	6.9864	6.553056
30.5801	2.77	2.498	5.663206	6.63220056
30.5845	2.39	2.532	7.022694	6.50994336
30.5885	2.54	2.606	6.481224	6.24497304
30.595	2.56	2.54	6.409504	6.481224
30.5968	2.77	2.576	5.663206	6.35220864
30.6	2.44	2.594	6.841504	6.28783704
30.6049	2.57	2.558	6.373686	6.41667096
30.6136	2.63	2.504	6.159366	6.61060224
30.6157	2.38	2.516	7.059016	6.56743584
30.622	2.5	2.526	6.625	6.53149464
30.6265	2.5	2.522	6.625	6.54586776
30.6303	2.62	2.552	6.195016	6.43817856
30.6309	2.61	2.59	6.230694	6.302134
30.634	2.53	2.4208	6.517126	6.9109981696
30.6379	2.69	2.4288	5.946054	6.8820297216
30.64	1.65	2.4428	9.78615	6.8313780576
30.643	2.66	2.4268	6.052584	6.8892701536
30.6479	2.68	2.3768	5.981536	7.0706449536
30.648	2.45	2.56	6.80535	6.409504
30.6538	2.44	2.556	6.841504	6.42383904
30.6588	2.57	2.568	6.373686	6.38084736
30.6605	2.64	2.594	6.123744	6.28783704
30.6685	2.74	2.52	5.769064	6.553056
30.6714	2.58	2.58	6.337896	6.337896
30.6788	2.07	2.558	8.198886	6.41667096
30.6806	2.87	2.454	5.312166	6.79089624
30.6825	2.53	2.35	6.517126	7.16815
30.69	2.22	2.478	7.643976	6.70426776
30.6918	2.06	2.426	8.236104	6.89216664
30.692	2.71	2.404	5.875174	6.97189024
30.6922	2.61	2.496	6.230694	6.63940224
30.6923	2.42	2.574	6.913896	6.35936664
30.6973	2.68	2.564	5.981536	6.39517344
30.6981	2.45	2.536	6.80535	6.49558144
30.7019	2.66	2.522	6.052584	6.54586776
30.7048	2.47	2.53	6.733126	6.517126
30.7057	2.35	2.596	7.16815	6.28069024
30.7094	2.72	2.6	5.839776	6.2664
30.7115	2.78	2.63	5.627976	6.159366
30.716	2.68	2.696	5.981536	5.92477824
30.7191	2.62	2.714	6.195016	5.86101144
30.7216	2.68	2.63	5.981536	6.159366
30.7291	2.81	2.64	5.522454	6.123744
30.732	2.36	2.642	7.131744	6.11662296
30.7383	2.73	2.64	5.804406	6.123744
30.7396	2.63	2.578	6.159366	6.34505176
30.7396	2.67	2.62	6.017046	6.195016
30.74	2.5	2.64	6.625	6.123744
30.7471	2.57	2.684	6.373686	5.96733984
30.7475	2.83	2.638	5.452246	6.13086616
30.7551	2.85	2.706	5.38215	5.88934104
30.7568	2.44	2.768	6.841504	5.67025536
30.7643	2.84	2.636	5.417184	6.13798944
30.7743	2.88	2.6	5.277216	6.2664
30.78	2.17	2.678	7.828246	5.98863576
30.7802	2.67	2.652	6.017046	6.08103456
30.7886	2.83	2.648	5.452246	6.09526656
30.7969	2.71	2.746	5.875174	5.74787224
30.801	2.86	2.742	5.347144	5.76199896
30.8062	2.66	2.712	6.052584	5.86809216
30.8221	2.65	2.69	6.08815	5.946054
30.8237	2.68	2.68	5.981536	5.981536
30.8304	2.6	2.68	6.2664	5.981536
30.838	2.81	2.638	5.522454	6.13086616
30.843	2.66	2.65	6.052584	6.08815
30.8451	2.44	2.686	6.841504	5.96024344
30.8455	2.74	2.72	5.769064	5.839776
30.85	2.78	2.702	5.627976	5.90351256
30.8547	2.98	2.796	4.929256	5.57166624
30.8548	2.57	2.804	6.373686	5.54353824
30.8581	2.91	2.764	5.172534	5.68435744
30.8631	2.78	2.5782	5.627976	6.3443361336
